image,mask
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0858.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0858.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0859.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0859.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0861.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0861.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0862.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0862.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0864.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0864.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0865.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0865.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0866.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0866.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0867.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0867.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0868.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0868.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0869.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0869.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0871.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0871.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0873.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0873.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0874.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0874.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0875.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0875.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0879.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0879.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0881.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0881.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0882.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0882.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0883.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0883.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0885.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0885.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0886.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0886.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0887.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0887.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0888.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0888.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0889.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0889.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0890.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0890.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0891.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0891.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0892.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0892.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0893.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0893.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0897.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0897.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0898.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0898.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0899.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0899.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0900.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0900.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0901.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0901.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0902.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0902.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0903.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0903.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0904.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0904.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0905.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0905.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0906.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0906.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0907.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0907.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0908.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0908.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0909.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0909.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0910.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0910.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0911.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0911.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0912.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0912.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0913.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0913.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0914.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0914.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0915.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0915.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0916.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0916.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0917.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0917.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0918.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0918.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0919.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0919.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0921.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0921.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0922.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0922.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0923.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0923.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0924.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0924.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0925.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0925.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0926.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0926.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0927.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0927.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0929.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0929.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0930.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0930.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0931.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0931.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0932.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0932.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0934.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0934.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0935.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0935.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0936.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0936.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0937.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0937.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0938.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0938.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0939.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0939.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0940.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0940.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0941.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0941.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0942.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0942.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0943.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0943.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0944.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0944.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0945.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0945.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0946.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0946.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0947.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0947.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0948.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0948.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0949.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0949.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0950.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0950.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0951.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0951.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0952.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0952.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0958.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0958.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0961.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0961.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0962.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0962.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0963.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0963.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0964.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0964.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0965.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0965.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0966.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0966.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0967.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0967.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0968.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0968.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0969.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0969.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0970.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0970.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0973.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0973.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0974.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0974.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0976.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0976.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0978.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0978.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0979.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0979.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0981.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0981.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0982.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0982.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0983.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0983.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0984.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0984.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0985.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0985.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0986.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0986.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0987.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0987.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0988.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0988.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0989.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0989.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0990.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0990.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0993.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0993.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0994.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0994.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0997.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0997.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0998.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0998.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0999.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0999.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1000.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1000.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1001.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1001.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1002.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1002.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1003.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1003.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1004.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1004.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1005.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1005.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1006.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1006.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1007.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1007.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1009.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1009.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1010.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1010.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1011.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1011.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1013.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1013.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1014.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1014.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1017.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1017.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1018.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1018.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1019.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1019.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1022.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1022.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1023.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1023.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1024.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1024.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1025.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1025.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1026.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1026.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1027.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1027.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1029.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1029.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1030.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1030.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1031.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1031.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1032.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1032.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1033.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1033.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1034.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1034.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1035.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1035.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1036.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1036.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1037.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1037.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1039.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1039.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1040.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1040.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1041.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1041.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1042.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1042.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1043.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1043.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1044.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1044.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1046.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1046.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1047.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1047.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1048.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1048.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1049.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1049.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1050.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1050.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1052.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1052.tif
/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_1053.tif,/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_1053.tif
